Code,Class,Sub_Class,Ward_No,Rd_ID,Rd_Name,Locality,Colony,No_floors,Cons_type,Area,Descr,Bldg_Id,SHEET_ID,Shape_Leng,Shape_Le_1,Shape_Length,Shape_Area,height_m
A,6,House,66,RD_5653,Kunnumal temple road,vellayil, ,2,P,0.000000000000000, ,BL_160527,415,38.991897709200003,38.991897709200003,38.991897709165116,94.768509233511622,7.0000000
A,6,House,66,RD_2468A, ,CHAKKAROTHKULAM, ,1,P,0.000000000000000, ,BL_129792,365,28.744013487099998,28.744013487099998,28.744013487060485,51.528495135692950,3.5000000
A,6,House,67,RD_5154A, ,CHAKKAROTHKULAM, ,2,P,0.000000000000000, ,BL_129796,365,27.608571929200000,27.608571929200000,27.608571929202284,45.951302342837749,7.0000000
A,6,House,68,RD_2468, ,CHAKKAROTHKULAM, ,1,P,0.000000000000000, ,BL_129798,365,47.542888444500001,47.542888444500001,47.542888444487730,136.986482963929859,3.5000000
A,6,House,66,RD_2468A, ,CHAKKAROTHKULAM, ,2,P,0.000000000000000, ,BL_129807,365,40.118417114600000,40.118417114600000,40.118417114597342,89.569933739468084,7.0000000
A,6,House,67,RD_5154A, ,CHAKKAROTHKULAM, ,1,P,0.000000000000000, ,BL_129810,365,59.554530077400003,59.554530077400003,59.554530077431430,217.725249595929313,3.5000000
A,6,House,68,RD_2468, ,CHAKKAROTHKULAM, ,1,P,0.000000000000000, ,BL_129818,365,48.522655263399997,48.522655263399997,48.522655263392778,117.485499989152913,3.5000000
A,6,House,66,RD_2468A, ,CHAKKAROTHKULAM, ,2,P,0.000000000000000, ,BL_129827,365,51.145775029399999,51.145775029399999,51.145775029439697,152.866035830167704,7.0000000
A,6,House,68,RD_2468A, ,CHAKKAROTHKULAM, ,1,P,0.000000000000000, ,BL_129833,365,39.149000000199997,39.149000000199997,39.149000000208616,90.558292541559425,3.5000000
145,16,Temple,65,RD_2468, ,CHAKKAROTHKULAM, ,1,P,0.000000000000000, ,BL_129837,365,40.322403117999997,40.322403117999997,40.322403117953378,89.560220117391751,3.5000000
A,6,House,65,RD_5385, ,CHAKKAROTHKULAM,CHAKKAROTHKULAM,2,P,0.000000000000000, ,BL_131335,365,31.453331262900001,31.453331262900001,31.453331262907810,60.756103113197348,7.0000000
A,6,House,65,RD_5385, ,CHAKKAROTHKULAM,CHAKKAROTHKULAM,1,P,0.000000000000000, ,BL_131483,365,33.779923334000003,33.779923334000003,33.779923334002753,69.267581062711344,3.5000000
A,6,House,65,RD_5385, ,CHAKKAROTHKULAM,CHAKKAROTHKULAM,1,P,0.000000000000000, ,BL_131484,365,43.599904611900001,43.599904611900001,43.599904611875097,118.805094697705982,3.5000000
A,6,House,65,RD_5385, ,CHAKKAROTHKULAM,CHAKKAROTHKULAM,1,P,0.000000000000000, ,BL_131487,365,34.467923757800001,34.467923757800001,34.467923757795695,73.618221738201697,3.5000000
A,6,House,65,RD_5385, ,CHAKKAROTHKULAM,CHAKKAROTHKULAM,2,P,0.000000000000000, ,BL_131573,365,50.370888092000001,50.370888092000001,50.370888092045178,157.523689823545851,7.0000000
A,6,House,67,RD_5154A, ,CHAKKAROTHKULAM, ,2,P,0.000000000000000, ,BL_131859,365,70.042496510199996,70.042496510199996,70.042496510233690,301.713803412754146,7.0000000
A,6,House,67,RD_5154A, ,CHAKKAROTHKULAM, ,2,P,0.000000000000000, ,BL_131860,365,43.145864083200003,43.145864083200003,43.145864083189927,114.401590171584871,7.0000000
A,6,House,67,RD_5154A, ,CHAKKAROTHKULAM, ,2,P,0.000000000000000, ,BL_131861,365,36.622822689899998,36.622822689899998,36.622822689929443,74.433145031175215,7.0000000
A,6,House,67,RD_5212B, ,CHAKKAROTHKULAM, ,1,P,0.000000000000000, ,BL_131866,365,29.955880265000001,29.955880265000001,29.955880264964982,54.183045604747306,3.5000000
A,6,House,67,RD_5212B, ,CHAKKAROTHKULAM, ,1,P,0.000000000000000, ,BL_131895,365,56.902059939200001,56.902059939200001,56.902059939233894,201.714410523834630,3.5000000
A,6,House,67,RD_5212B, ,CHAKKAROTHKULAM, ,1,P,0.000000000000000, ,BL_131904,365,27.978180684600002,27.978180684600002,27.978180684594239,46.359560676275656,3.5000000
A,6,House,67,RD_5212B, ,CHAKKAROTHKULAM, ,1,P,0.000000000000000, ,BL_131905,365,31.997329113799999,31.997329113799999,31.997329113769887,63.953587343473295,3.5000000
A,6,House,67,RD_5154A, ,CHAKKAROTHKULAM, ,2,P,0.000000000000000, ,BL_131918,365,43.521803904700000,43.521803904700000,43.521803904734902,118.096891730939859,7.0000000
A,6,House,67,RD_5154A, ,CHAKKAROTHKULAM, ,2,P,0.000000000000000, ,BL_131926,365,50.773869139100000,50.773869139100000,50.773869139125757,144.393614281564055,7.0000000
A,6,House,67,RD_5212C, ,CHAKKAROTHKULAM, ,1,P,0.000000000000000, ,BL_131963,365,33.835730352699997,33.835730352699997,33.835730352710385,69.749261078701252,3.5000000
A,6,House,67,RD_5154A, ,CHAKKAROTHKULAM, ,1,P,0.000000000000000, ,BL_131964,365,39.452335440399999,39.452335440399999,39.452335440362369,92.375985189386938,3.5000000
A,6,House,67,RD_5212B, ,CHAKKAROTHKULAM, ,2,P,0.000000000000000, ,BL_131965,365,45.896679582499999,45.896679582499999,45.896679582461474,127.874274945338541,7.0000000
V,6,House,67,RD_5650, ,CHAKKAROTHKULAM, ,0, ,0.000000000000000,V,BL_134568,365,28.488459565900001,28.488459565900001,28.488459565929823,48.503074014933638,0.0000000
A,6,House,67,RD_5212A, ,CHAKKAROTHKULAM, ,1,P,0.000000000000000, ,BL_134571,365,31.003302863999998,31.003302863999998,31.003302864034463,59.554516907148582,3.5000000
A,6,House,67,RD_5212A, ,CHAKKAROTHKULAM, ,1,P,0.000000000000000, ,BL_134595,365,30.684648473500001,30.684648473500001,30.684648473543838,55.234381541581982,3.5000000
A,6,House,67,RD_5212A, ,CHAKKAROTHKULAM, ,1,P,0.000000000000000, ,BL_134608,365,44.376166997900000,44.376166997900000,44.376166997895716,122.948015830997775,3.5000000
A,6,House,67,RD_5212A, ,CHAKKAROTHKULAM, ,1,P,0.000000000000000, ,BL_134628,365,24.417600002099999,24.417600002099999,24.417600002139807,36.251260927109868,3.5000000
A,6,House,68,RD_5154A, ,CHAKKAROTHKULAM, ,2,P,0.000000000000000, ,BL_134633,365,37.035485721299999,37.035485721299999,37.035485721263186,79.096798138207646,7.0000000
A,6,House,67,RD_5212A, ,CHAKKAROTHKULAM, ,1,P,0.000000000000000, ,BL_134637,365,31.130689869299999,31.130689869299999,31.130689869330872,57.528898340100028,3.5000000
A,6,House,67,RD_5212A, ,CHAKKAROTHKULAM, ,1,P,0.000000000000000, ,BL_134638,365,17.737815032899999,17.737815032899999,17.737815032949843,19.664296773797080,3.5000000
A,6,House,67,RD_5212A, ,CHAKKAROTHKULAM, ,1,P,0.000000000000000, ,BL_134639,365,31.454214542999999,31.454214542999999,31.454214542965197,61.832642113958094,3.5000000
A,6,House,67,RD_5154A, ,CHAKKAROTHKULAM, ,2,P,0.000000000000000, ,BL_134640,365,51.861429657000002,51.861429657000002,51.861429656966536,161.847344117169769,7.0000000
A,6,House,67,RD_5212A, ,CHAKKAROTHKULAM, ,1,P,0.000000000000000, ,BL_135704,365,24.476425416800001,24.476425416800001,24.476425416760993,35.017476804162278,3.5000000
A,6,House,67,RD_5212A, ,CHAKKAROTHKULAM, ,2,P,0.000000000000000, ,BL_135705,365,48.105388768399997,48.105388768399997,48.105388768372066,125.549438996305682,7.0000000
A,6,House,67,RD_5212A, ,CHAKKAROTHKULAM, ,2,P,0.000000000000000, ,BL_135723,365,31.744225262400001,31.744225262400001,31.744225262392980,62.350814806712414,7.0000000
A,6,House,67,RD_5212A, ,CHAKKAROTHKULAM, ,1,P,0.000000000000000, ,BL_135728,365,40.692554008400002,40.692554008400002,40.692554008397693,95.360441986194473,3.5000000
A,6,House,68,RD_5154, ,CHAKKAROTHKULAM, ,1,P,0.000000000000000, ,BL_135729,365,36.931285715100003,36.931285715100003,36.931285715083732,85.108843333240657,3.5000000
A,6,House,67,RD_5212A, ,CHAKKAROTHKULAM, ,1,P,0.000000000000000, ,BL_135730,365,27.536469702000002,27.536469702000002,27.536469702010457,47.100966342807929,3.5000000
A,6,House,67,RD_5212B, ,CHAKKAROTHKULAM, ,1,P,0.000000000000000, ,BL_135736,365,30.586868436300001,30.586868436300001,30.586868436325339,56.627464162870425,3.5000000
A,6,House,67,RD_5212A, ,CHAKKAROTHKULAM, ,1,P,0.000000000000000, ,BL_135738,365,24.574312137200000,24.574312137200000,24.574312137206469,34.105606354509199,3.5000000
A,6,House,67,RD_5212A, ,CHAKKAROTHKULAM, ,1,P,0.000000000000000, ,BL_135739,365,34.892377026600002,34.892377026600002,34.892377026648958,75.892315268159990,3.5000000
75,8,Manufacturing,67,RD_5212A, ,CHAKKAROTHKULAM, ,1,P,0.000000000000000, ,BL_135740,365,67.614656451399995,67.614656451399995,67.614656451377826,274.860142518710063,3.5000000
A,6,House,67,RD_5212A, ,CHAKKAROTHKULAM, ,1,P,0.000000000000000, ,BL_135741,365,54.858297339899998,54.858297339899998,54.858297339859718,187.658504865016482,3.5000000
V,6,House,67,RD_5212B, ,CHAKKAROTHKULAM, ,0, ,0.000000000000000,V,BL_135743,365,24.298413461199999,24.298413461199999,24.298413461190481,36.821127983665789,0.0000000
A,6,House,67,RD_5212A, ,CHAKKAROTHKULAM, ,1,P,0.000000000000000, ,BL_135747,365,30.611616887899999,30.611616887899999,30.611616887920729,58.320055904904791,3.5000000
A,6,House,67,RD_5212A, ,CHAKKAROTHKULAM, ,2,P,0.000000000000000, ,BL_135750,365,29.546469819300000,29.546469819300000,29.546469819260764,53.910586862424935,7.0000000
A,6,House,67,RD_5212A, ,CHAKKAROTHKULAM, ,2,P,0.000000000000000, ,BL_135752,365,23.615599997299999,23.615599997299999,23.615599997341633,34.783620392572871,7.0000000
A,6,House,67,RD_5212A, ,CHAKKAROTHKULAM, ,2,P,0.000000000000000, ,BL_135753,365,45.849145374999999,45.849145374999999,45.849145374965524,127.644098944383558,7.0000000
A,6,House,67,RD_5212A, ,CHAKKAROTHKULAM, ,1,P,0.000000000000000, ,BL_135759,365,37.456267111999999,37.456267111999999,37.456267112046781,84.536310838207072,3.5000000
A,6,House,67,RD_5212A, ,CHAKKAROTHKULAM, ,1,P,0.000000000000000, ,BL_135760,365,27.670303650600001,27.670303650600001,27.670303650561898,46.836286763971792,3.5000000
A,6,House,67,RD_5154A, ,CHAKKAROTHKULAM, ,2,P,0.000000000000000, ,BL_135761,365,24.698755591200001,24.698755591200001,24.698755591179314,37.842211236413014,7.0000000
A,6,House,68,RD_5154, ,CHAKKAROTHKULAM, ,2,P,0.000000000000000, ,BL_135762,365,41.509951128300003,41.509951128300003,41.509951128273549,101.427690061083467,7.0000000
A,6,House,67,RD_5212A, ,CHAKKAROTHKULAM, ,1,P,0.000000000000000, ,BL_135764,365,28.807510791199999,28.807510791199999,28.807510791232357,51.444802540992072,3.5000000
A,6,House,67,RD_5212A, ,CHAKKAROTHKULAM, ,1,P,0.000000000000000, ,BL_135765,365,33.370930238400000,33.370930238400000,33.370930238433402,67.734579672359459,3.5000000
A,6,House,67,RD_5212A, ,CHAKKAROTHKULAM, ,2,P,0.000000000000000, ,BL_135766,365,37.850638663500000,37.850638663500000,37.850638663521821,81.983887096373877,7.0000000
A,6,House,68,RD_2468, ,CHAKKAROTHKULAM, ,2,P,0.000000000000000, ,BL_135767,365,38.947467661300003,38.947467661300003,38.947467661272363,93.521427232756707,7.0000000
A,6,House,67,RD_5212A, ,CHAKKAROTHKULAM, ,2,P,0.000000000000000, ,BL_135769,365,49.284759658299997,49.284759658299997,49.284759658319039,151.209433848156777,7.0000000
A,6,House,67,RD_5212B, ,CHAKKAROTHKULAM, ,1,P,0.000000000000000, ,BL_135771,365,27.157400000799999,27.157400000799999,27.157400000840425,43.329870720439409,3.5000000
A,6,House,67,RD_5212B, ,CHAKKAROTHKULAM, ,2,P,0.000000000000000, ,BL_135772,365,41.531461254200003,41.531461254200003,41.531461254201432,107.600365436851206,7.0000000
A,6,House,67,RD_5212A, ,CHAKKAROTHKULAM, ,1,P,0.000000000000000, ,BL_135773,365,27.734705180799999,27.734705180799999,27.734705180787092,44.996198558819643,3.5000000
A,6,House,68,RD_2468, ,CHAKKAROTHKULAM, ,2,P,0.000000000000000, ,BL_135779,365,43.557548521699999,43.557548521699999,43.557548521655349,118.565461673342725,7.0000000
A,6,House,67,RD_5154A, ,CHAKKAROTHKULAM, ,2,P,0.000000000000000, ,BL_135781,365,48.295424215600001,48.295424215600001,48.295424215607675,125.346556988823892,7.0000000
A,6,House,67,RD_5212B, ,CHAKKAROTHKULAM, ,1,P,0.000000000000000, ,BL_135791,365,31.407799998300000,31.407799998300000,31.407799998298287,54.826656234078314,3.5000000
A,6,House,67,RD_5154A, ,CHAKKAROTHKULAM, ,2,P,0.000000000000000, ,BL_135796,365,58.754252895100002,58.754252895100002,58.754252895089280,200.742232640830650,7.0000000
A,6,House,67,RD_5212A, ,CHAKKAROTHKULAM, ,1,P,0.000000000000000, ,BL_135797,365,29.984539613799999,29.984539613799999,29.984539613810362,53.516067020186618,3.5000000
A,6,House,67,RD_5154A, ,CHAKKAROTHKULAM, ,1,P,0.000000000000000, ,BL_135798,365,43.754012412800002,43.754012412800002,43.754012412832580,119.540649270601307,3.5000000
A,6,House,67,RD_5212A, ,CHAKKAROTHKULAM, ,1,P,0.000000000000000, ,BL_135806,365,33.516534719100001,33.516534719100001,33.516534719125211,70.112870596097494,3.5000000
A,6,House,67,RD_5212A, ,CHAKKAROTHKULAM, ,1,P,0.000000000000000, ,BL_135807,365,30.581925758600001,30.581925758600001,30.581925758556267,54.789901862876739,3.5000000
A,6,House,68,RD_5154A, ,CHAKKAROTHKULAM, ,2,P,0.000000000000000, ,BL_135808,365,37.761341329600000,37.761341329600000,37.761341329597663,86.243707305453597,7.0000000
A,6,House,67,RD_5154A, ,CHAKKAROTHKULAM, ,1,P,0.000000000000000, ,BL_135812,365,29.653697148300001,29.653697148300001,29.653697148319520,51.616248825304147,3.5000000
A,6,House,67,RD_5212A, ,CHAKKAROTHKULAM, ,1,M,0.000000000000000, ,BL_135818,365,26.920259108400000,26.920259108400000,26.920259108411628,43.167180811911628,3.5000000
76,8,Service,68,RD_5152, ,CHAKKAROTHKULAM,CHAKKAROTHKULAM,2,P,0.000000000000000, ,BL_147481,365,124.849046431999994,124.849046431999994,124.849046431896710,956.154628821607503,7.0000000
A,6,House,67,RD_5212A, ,CHAKKAROTHKULAM, ,2,P,0.000000000000000, ,BL_147589,365,39.120548494799998,39.120548494799998,39.120548494757386,94.597178975329783,7.0000000
A,6,House,68,RD_2356, ,CHAKKAROTHKULAM, ,1,P,0.000000000000000, ,BL_147605,365,27.950436559400000,27.950436559400000,27.950436559448761,44.279994207898348,3.5000000
A,6,House,68,RD_4829, ,CHAKKAROTHKULAM, ,1,P,0.000000000000000, ,BL_147797,365,40.568707961400001,40.568707961400001,40.568707961445909,95.468507410922498,3.5000000
82,8,Agro based & Food Processing,68,RD_10036, ,CHAKKAROTHKULAM, ,1,P,0.000000000000000, ,BL_147798,365,34.274569472800003,34.274569472800003,34.274569472803073,65.674319676346443,3.5000000
A,6,House,68,RD_10036, ,CHAKKAROTHKULAM, ,1,M,0.000000000000000, ,BL_147799,365,24.482400000100000,24.482400000100000,24.482400000095367,36.302892109361466,3.5000000
A,6,House,68,RD_4829, ,CHAKKAROTHKULAM, ,2,P,0.000000000000000, ,BL_147800,365,34.925861529099997,34.925861529099997,34.925861529090774,73.098337056557938,7.0000000
A,6,House,68,RD_2356B, ,CHAKKAROTHKULAM, ,2,P,0.000000000000000, ,BL_147802,365,31.008779626500001,31.008779626500001,31.008779626503447,57.735249690763482,7.0000000
A,6,House,68,RD_2356A, ,CHAKKAROTHKULAM, ,1,P,0.000000000000000, ,BL_147805,365,35.351889683600000,35.351889683600000,35.351889683586656,72.455484649185436,3.5000000
A,6,House,68,RD_4829, ,CHAKKAROTHKULAM, ,1,P,0.000000000000000, ,BL_147806,365,28.929562827500000,28.929562827500000,28.929562827546505,52.149476763393722,3.5000000
A,6,House,68,RD_10036, ,CHAKKAROTHKULAM, ,1,P,0.000000000000000, ,BL_147817,365,39.886890862800001,39.886890862800001,39.886890862809359,98.685553585745126,3.5000000
V,6,House,68,RD_4829, ,CHAKKAROTHKULAM, ,0, ,0.000000000000000,V,BL_147819,365,39.323616166000001,39.323616166000001,39.323616165971863,95.021118408397996,0.0000000
A,6,House,68,RD_10036, ,CHAKKAROTHKULAM, ,2,P,0.000000000000000, ,BL_147821,365,44.821519688700000,44.821519688700000,44.821519688732337,107.578924664141908,7.0000000
A,6,House,68,RD_5233A, ,CHAKKAROTHKULAM, ,1,P,0.000000000000000, ,BL_147822,365,47.474032464099999,47.474032464099999,47.474032464146738,103.627434443953831,3.5000000
A,6,House,68,RD_10036, ,CHAKKAROTHKULAM, ,2,P,0.000000000000000, ,BL_147823,365,41.482877013000000,41.482877013000000,41.482877013040053,81.352546914700852,7.0000000
V,6,House,68,RD_10036, ,CHAKKAROTHKULAM, ,0, ,0.000000000000000,V,BL_147824,365,16.986894635500001,16.986894635500001,16.986894635460889,17.730716317367538,0.0000000
A,6,House,68,RD_2356B, ,CHAKKAROTHKULAM, ,1,P,0.000000000000000, ,BL_147829,365,37.286006147599998,37.286006147599998,37.286006147631838,82.636182409799176,3.5000000
A,6,House,68,RD_4829, ,CHAKKAROTHKULAM, ,1,P,0.000000000000000, ,BL_147830,365,34.130657624700000,34.130657624700000,34.130657624681561,67.822700528382214,3.5000000
A,6,House,68,RD_2356A, ,CHAKKAROTHKULAM, ,1,P,0.000000000000000, ,BL_147831,365,30.013287431999998,30.013287431999998,30.013287432034183,56.056084775328337,3.5000000
A,6,House,68,RD_5233A, ,CHAKKAROTHKULAM, ,2,P,0.000000000000000, ,BL_147833,365,37.481060582700003,37.481060582700003,37.481060582721291,87.767954632421393,7.0000000
A,6,House,68,RD_2356B, ,CHAKKAROTHKULAM, ,1,P,0.000000000000000, ,BL_147837,365,28.170386400300000,28.170386400300000,28.170386400328869,48.756814682933850,3.5000000
A,6,House,68,RD_5177, ,CHAKKAROTHKULAM, ,1,P,0.000000000000000, ,BL_147839,365,29.142684663099999,29.142684663099999,29.142684663056528,52.244991210781649,3.5000000
A,6,House,68,RD_2356B, ,CHAKKAROTHKULAM, ,2,P,0.000000000000000, ,BL_147840,365,39.512804545800002,39.512804545800002,39.512804545791688,83.767316440350228,7.0000000
A,6,House,68,RD_5233A, ,CHAKKAROTHKULAM, ,2,P,0.000000000000000, ,BL_147841,365,23.316259297599998,23.316259297599998,23.316259297641786,33.926964476206891,7.0000000
A,6,House,68,RD_2356A, ,CHAKKAROTHKULAM, ,1,P,0.000000000000000, ,BL_147842,365,33.006737204700002,33.006737204700002,33.006737204730435,67.835424143737967,3.5000000
A,6,House,68,RD_10036, ,CHAKKAROTHKULAM, ,1,P,0.000000000000000, ,BL_147843,365,24.323581216800001,24.323581216800001,24.323581216833578,36.870264818626616,3.5000000
A,6,House,68,RD_2356A, ,CHAKKAROTHKULAM, ,1,P,0.000000000000000, ,BL_147849,365,49.628634497400000,49.628634497400000,49.628634497438469,116.180458978774254,3.5000000
76,8,Service,68,RD_10036, ,CHAKKAROTHKULAM, ,4,P,0.000000000000000, ,BL_147852,365,122.760452517000004,122.760452517000004,122.760452516560008,936.618619701771536,14.0000000
A,6,House,68,RD_2356, ,CHAKKAROTHKULAM, ,1,P,0.000000000000000, ,BL_147854,365,26.913124438299999,26.913124438299999,26.913124438308099,35.949545788909425,3.5000000
A,6,House,68,RD_4829, ,CHAKKAROTHKULAM, ,1,P,0.000000000000000, ,BL_147865,365,27.695613401399999,27.695613401399999,27.695613401399676,47.245227138125983,3.5000000
A,6,House,68,RD_10036, ,CHAKKAROTHKULAM, ,1,P,0.000000000000000, ,BL_147867,365,29.915800003299999,29.915800003299999,29.915800003334880,47.064124392528392,3.5000000
A,6,House,68,RD_5177, ,CHAKKAROTHKULAM, ,2,P,0.000000000000000, ,BL_147874,365,36.197213290100002,36.197213290100002,36.197213290100137,78.017733961372230,7.0000000
A,6,House,68,RD_4829, ,CHAKKAROTHKULAM, ,1,P,0.000000000000000, ,BL_147875,365,28.726280388700001,28.726280388700001,28.726280388690796,47.850593252409112,3.5000000
A,6,House,68,RD_10036, ,CHAKKAROTHKULAM, ,1,P,0.000000000000000, ,BL_147898,365,11.714979353900000,11.714979353900000,11.714979353899382,7.977128002481841,3.5000000
A,6,House,68,RD_4829, ,CHAKKAROTHKULAM, ,1,P,0.000000000000000, ,BL_147900,365,23.677733226800001,23.677733226800001,23.677733226805117,34.505137107141657,3.5000000
A,6,House,68,RD_5233A, ,CHAKKAROTHKULAM, ,1,P,0.000000000000000, ,BL_147909,365,21.745076092000001,21.745076092000001,21.745076092026004,29.542410285198688,3.5000000
A,6,House,68,RD_5233A, ,CHAKKAROTHKULAM, ,1,P,0.000000000000000, ,BL_147912,365,27.303599998399999,27.303599998399999,27.303599998354912,46.217019194721594,3.5000000
A,6,House,68,RD_2356A, ,CHAKKAROTHKULAM, ,1,P,0.000000000000000, ,BL_148710,365,25.231677237400000,25.231677237400000,25.231677237416960,38.491845849991336,3.5000000
A,6,House,68,RD_5177, ,CHAKKAROTHKULAM, ,1,P,0.000000000000000, ,BL_148711,365,33.303577763699998,33.303577763699998,33.303577763727482,64.508526458489229,3.5000000
A,6,House,68,RD_5177, ,CHAKKAROTHKULAM, ,1,P,0.000000000000000, ,BL_148712,365,23.396826014199998,23.396826014199998,23.396826014180320,31.234249430718265,3.5000000
A,6,House,68,RD_5177, ,CHAKKAROTHKULAM, ,1,P,0.000000000000000, ,BL_148713,365,47.316302418500001,47.316302418500001,47.316302418480198,139.843434496162246,3.5000000
A,6,House,68,RD_2356A, ,CHAKKAROTHKULAM, ,2,P,0.000000000000000, ,BL_148716,365,37.663069987400000,37.663069987400000,37.663069987358369,86.982518358576115,7.0000000
A,6,House,68,RD_2356A, ,CHAKKAROTHKULAM, ,2,P,0.000000000000000, ,BL_148751,365,46.313171402800002,46.313171402800002,46.313171402838549,130.690843791119619,7.0000000
A,6,House,68,RD_2356B, ,CHAKKAROTHKULAM, ,1,P,0.000000000000000, ,BL_148774,365,31.002799999000000,31.002799999000000,31.002799998968840,54.893174487801389,3.5000000
A,6,House,68,RD_2356A, ,CHAKKAROTHKULAM, ,1,P,0.000000000000000, ,BL_148777,365,25.904399996599999,25.904399996599999,25.904399996623397,41.420030198534576,3.5000000
A,6,House,68,RD_2356B, ,CHAKKAROTHKULAM, ,1,P,0.000000000000000, ,BL_148779,365,35.889721054600003,35.889721054600003,35.889721054555991,79.225461469395967,3.5000000
A,6,House,68,RD_5177, ,CHAKKAROTHKULAM, ,2,P,0.000000000000000, ,BL_148791,365,40.262965180000002,40.262965180000002,40.262965180045263,97.100999412909673,7.0000000
A,6,House,68,RD_2356B, ,CHAKKAROTHKULAM, ,1,P,0.000000000000000, ,BL_148797,365,37.262611690400000,37.262611690400000,37.262611690422389,86.664002752707361,3.5000000
A,6,House,68,RD_2356A, ,CHAKKAROTHKULAM, ,2,P,0.000000000000000, ,BL_148798,365,34.607589534299997,34.607589534299997,34.607589534283235,74.164797643679989,7.0000000
A,6,House,68,RD_5177, ,CHAKKAROTHKULAM, ,2,P,0.000000000000000, ,BL_148800,365,39.656846352400002,39.656846352400002,39.656846352395696,97.823799483173289,7.0000000
A,6,House,68,RD_2356, ,CHAKKAROTHKULAM, ,1,P,0.000000000000000, ,BL_148801,365,48.164920764599998,48.164920764599998,48.164920764581566,101.276185125425812,3.5000000
A,6,House,68,RD_2356B, ,CHAKKAROTHKULAM, ,2,P,0.000000000000000, ,BL_148802,365,31.529539435699999,31.529539435699999,31.529539435702567,58.284785718383262,7.0000000
A,6,House,68,RD_5177, ,CHAKKAROTHKULAM, ,1,P,0.000000000000000, ,BL_148804,365,43.686838586699999,43.686838586699999,43.686838586746305,113.089842941978560,3.5000000
A,6,House,68,RD_4829, ,CHAKKAROTHKULAM, ,1,P,0.000000000000000, ,BL_149841,365,27.344072901200001,27.344072901200001,27.344072901196554,43.890688000599660,3.5000000
108,12,Office,68,RD_10036, ,CHAKKAROTHKULAM, ,3,P,0.000000000000000, ,BL_149843,365,154.833688650999989,154.833688650999989,154.833688651433391,748.213303908322246,10.5000000
A,6,House,67,RD_5154A, ,CHAKKAROTHKULAM, ,1,P,0.000000000000000, ,BL_149850,365,44.377266786500002,44.377266786500002,44.377266786548923,122.851643197644691,3.5000000
A,6,House,67,RD_5154A, ,CHAKKAROTHKULAM, ,1,P,0.000000000000000, ,BL_149851,365,32.304730287500000,32.304730287500000,32.304730287494564,63.472043721410962,3.5000000
A,6,House,68,RD_2468, ,CHAKKAROTHKULAM, ,1,P,0.000000000000000, ,BL_149852,365,38.380773333299999,38.380773333299999,38.380773333301178,91.058603151183789,3.5000000
A,6,House,67,RD_5154A, ,CHAKKAROTHKULAM, ,1,P,0.000000000000000, ,BL_149853,365,36.266632196099998,36.266632196099998,36.266632196072479,80.050832912834849,3.5000000
A,6,House,68,RD_10036, ,CHAKKAROTHKULAM, ,1,P,0.000000000000000, ,BL_149868,365,62.216200003399997,62.216200003399997,62.216200003400445,241.337341107709022,3.5000000
A,6,House,68,RD_4829, ,CHAKKAROTHKULAM, ,1,P,0.000000000000000, ,BL_149870,365,35.366000000400000,35.366000000400000,35.366000000387430,75.897756641079013,3.5000000
A,6,House,68,RD_5177, ,CHAKKAROTHKULAM, ,1,P,0.000000000000000, ,BL_149887,365,30.753199996399999,30.753199996399999,30.753199996426702,59.095961986104875,3.5000000
A,6,House,68,RD_5152, ,CHAKKAROTHKULAM,CHAKKAROTHKULAM,1,P,0.000000000000000, ,BL_149895,365,40.625600000799999,40.625600000799999,40.625600000843406,102.454066473997813,3.5000000
A,6,House,68,RD_2423,SOUTH KODUVALLY VAYAL ROAD,CHAKKAROTHKULAM,CHAKKAROTHKULAM,1,P,0.000000000000000, ,BL_149897,365,52.387090095399998,52.387090095399998,52.387090095372187,141.304459650490799,3.5000000
A,6,House,68,RD_5152, ,CHAKKAROTHKULAM,CHAKKAROTHKULAM,2,P,0.000000000000000, ,BL_149903,365,27.785024969900000,27.785024969900000,27.785024969884706,47.905195335613811,7.0000000
A,6,House,68,RD_4846A, ,CHAKKAROTHKULAM,CHAKKAROTHKULAM,2,P,0.000000000000000, ,BL_149904,365,44.488600002600002,44.488600002600002,44.488600002601743,123.348136134325728,7.0000000
A,6,House,68,RD_5152, ,CHAKKAROTHKULAM,CHAKKAROTHKULAM,2,P,0.000000000000000, ,BL_149905,365,58.892353554400003,58.892353554400003,58.892353554354251,180.405884020308662,7.0000000
110,13,Office,68,RD_5152, ,CHAKKAROTHKULAM,CHAKKAROTHKULAM,5,P,0.000000000000000, ,BL_149926,365,66.782113940000002,66.782113940000002,66.782113939971225,221.269067968075746,17.5000000
97,10,College,68,RD_5152, ,CHAKKAROTHKULAM,CHAKKAROTHKULAM,3,P,0.000000000000000, ,BL_149927,365,81.795177005599996,81.795177005599996,81.795177005553100,294.562441034205335,10.5000000
A,6,House,68,RD_5152, ,CHAKKAROTHKULAM,CHAKKAROTHKULAM,2,P,0.000000000000000, ,BL_149928,365,40.434990533099999,40.434990533099999,40.434990533075890,98.923665783393957,7.0000000
A,6,House,67,RD_5212B, ,CHAKKAROTHKULAM, ,1,P,0.000000000000000, ,BL_149935,365,26.118355767400001,26.118355767400001,26.118355767357205,42.260214115965219,3.5000000
